first_name,last_name,birth_date,dept_no,from_date,to_date,title,emp_no
Heekeun,Verhaegen,1965-01-16,d005,1991-09-28,1999-01-01,Senior Engineer,492217
Sanjoy,Porenta,1965-01-30,d005,1997-07-10,1999-01-01,Engineer,492639
Goetz,McAffer,1965-01-26,d004,1988-02-05,1999-01-01,Senior Engineer,492677
Hironoby,Jakobus,1965-01-23,d009,1991-07-30,1999-01-01,Staff,493031
Muzhong,Berztiss,1965-01-31,d007,1995-01-23,1999-01-01,Senior Staff,493048
Sachem,Msuda,1965-01-31,d005,1995-04-07,1999-01-01,Engineer,493096
Shaleah,Pileggi,1965-01-28,d004,1999-02-10,1999-10-30,Engineer,493278
Leni,Kropatsch,1965-01-14,d004,1997-07-17,1999-01-01,Senior Engineer,493744
Morrie,Iisaku,1965-01-16,d001,1991-05-06,1999-01-01,Staff,494019
Phule,Dahlbom,1965-01-10,d004,1989-02-06,1999-01-01,Senior Engineer,494088
Masasuke,Koprowski,1965-01-10,d001,1996-11-20,1999-01-01,Staff,494493
Bezalel,Himler,1965-01-23,d003,1999-07-09,2002-06-12,Staff,494978
Yongmao,Pouyioutas,1965-01-04,d007,1989-08-24,1999-01-01,Staff,494995
Geoffrey,Panienski,1965-01-01,d004,1988-11-28,1998-06-07,Senior Engineer,495969
Pranjal,Reinhard,1965-01-07,d009,1995-05-08,1999-01-01,Staff,496100
Giordano,Maquelin,1965-01-03,d004,1999-12-31,1999-01-01,Senior Engineer,496970
Danco,Debuse,1965-01-30,d001,1993-09-10,1999-01-01,Staff,496978
Oldrich,Adachi,1965-01-23,d004,1997-04-03,1998-08-09,Senior Engineer,497007
Sanjiv,Bressoud,1965-01-02,d005,1993-04-27,1999-01-01,Engineer,497174
Fayez,Keohane,1965-01-06,d001,1990-09-19,1999-01-01,Senior Staff,497340
Paris,Lieblein,1965-01-30,d006,1999-05-19,1999-01-01,Engineer,497391
Reinhard,Erde,1965-01-21,d004,1992-12-04,1996-03-13,Engineer,497409
Gritta,Petereit,1965-01-02,d005,1985-04-06,1994-09-05,Senior Engineer,497660
Shuho,Laurillard,1965-01-29,d004,1999-10-06,1999-01-01,Technique Leader,497835
Caolyn,Marciano,1965-01-19,d005,1999-06-06,1999-01-01,Senior Engineer,498185
Naraig,Docker,1965-01-30,d007,1997-05-17,1999-01-01,Staff,498337
Geraldo,Gerteisen,1965-01-17,d009,1987-06-05,1999-01-01,Staff,498456
Florian,Pezzoli,1965-01-09,d007,1988-07-22,1999-01-01,Staff,498635
Sanjay,Ciolek,1965-01-16,d008,1989-12-13,1999-01-01,Staff,498838
Arumugam,Pelc,1965-01-09,d005,1999-11-13,1999-01-01,Senior Engineer,498845
Nechama,Kandlur,1965-01-13,d004,1995-01-16,1999-01-01,Senior Engineer,498955
Urs,Rande,1965-01-12,d008,1990-01-25,1991-03-01,Staff,499160
Padma,Delgrange,1965-01-29,d001,1998-01-02,1999-08-27,Senior Staff,499194
Danae,Honglei,1965-01-11,d004,1998-09-14,1999-01-01,Engineer,499260
Baoqiu,Kakkar,1965-01-14,d005,1999-08-30,1999-01-01,Engineer,499495
